"Player","FullName","Appearances","Minutes","Goals","Assists","YellowCard","RedCard","ShotsPerGame","PassSuccessPercentage","ManOfTheMatch","Rating","Team","Group","Squad Number","Position","Captain","Date Of Birth","Age","Caps","GoalsBeforeTournament","Club","Photo","Flag","Club Logo","Value"
"F. Rønnow","Frederik Rønnow","0","0","0","0","0","0","0","0","0","0","Denmark","C","22","GK","-","8/4/1992","25","6","0","Eintracht Frankfurt","https://cdn.sofifa.org/players/10/19/201269.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/1824.png","€6.5M"
"H. Lozano","Hirving Lozano","4","317","1","1","0","0","0","86.7","0","7.34","Mexico","F","22","FW","-","7/30/1995","22","27","7","PSV","https://cdn.sofifa.org/players/10/19/221992.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/247.png","€24M"
"K. Sung-yueng","Ki Sung-yueng","2","180","0","0","0","0","0","93.7","0","7.31","South Korea","F","16","MF","captain","1/24/1989","29","100","10","N/A","N/A","N/A","N/A","N/A"
"Y. Carrasco","Yannick Carrasco","4","239","0","0","0","0","0","85.9","0","6.64","Belgium","G","11","MF","-","9/4/1993","24","23","5","Dalian YiFang FC","https://cdn.sofifa.org/players/10/19/208418.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/112378.png","€33M"
"E. Hallfreðsson","Emil Hallfreðsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","20","MF","-","6/29/1984","33","63","1","Frosinone","https://cdn.sofifa.org/players/10/19/133249.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/111657.png","€1.5M"
"L. Piszczek","Łukasz Piszczek","0","0","0","0","0","0","0","0","0","0","Poland","H","20","DF","-","6/3/1985","33","61","3","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/173771.png","https://cdn.sofifa.org/flags/37.png","https://cdn.sofifa.org/teams/10/light/22.png","€7M"
"H. Bahebri","Hattan Bahebri","3","156","0","0","0","0","0","83.3","0","6.15","Saudi Arabia","A","9","MF","-","7/16/1992","25","4","0","Al Shabab","https://cdn.sofifa.org/players/10/19/208974.png","https://cdn.sofifa.org/flags/183.png","https://cdn.sofifa.org/teams/10/light/111674.png","€900K"
"M. Assiri","Muhannad Assiri","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","20","FW","-","10/14/1986","31","18","4","N/A","N/A","N/A","N/A","N/A"
"P. Gallese","Pedro Gallese","3","270","0","0","0","0","0","49.3","0","6.56","Peru","C","1","GK","-","2/23/1990","28","37","0","Tiburones Rojos de Veracruz","https://cdn.sofifa.org/players/10/19/225701.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/110145.png","€2.5M"
"T. Cahill","Tim Cahill","1","37","0","0","0","0","2","50","0","6.29","Australia","C","4","FW","-","12/6/1979","38","105","50","N/A","N/A","N/A","N/A","N/A"
"W. Troost-Ekong","William Troost-Ekong","3","270","0","0","1","0","0","70.8","0","6.29","Nigeria","D","5","DF","-","9/1/1993","24","21","1","Udinese","https://cdn.sofifa.org/players/10/19/213414.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/55.png","€4.4M"
"A. Yerokhin","Aleksandr Yerokhin","0","0","0","0","0","0","0","0","0","0","Russia","A","21","MF","-","10/13/1989","28","17","0","N/A","N/A","N/A","N/A","N/A"
"D. Vukovic","Danny Vukovic","0","0","0","0","0","0","0","0","0","0","Australia","C","18","GK","-","3/27/1985","33","1","0","KRC Genk","https://cdn.sofifa.org/players/10/19/181481.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/673.png","€2M"
"H. Ziyech","Hakim Ziyech","3","265","0","0","0","0","3","78","0","6.73","Morocco","B","7","MF","-","3/19/1993","25","17","8","Ajax","https://cdn.sofifa.org/players/10/19/208670.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/245.png","€32.5M"
"R. Lukaku","Romelu Lukaku","6","476","4","1","0","0","0","74.5","1","7.1","Belgium","G","9","FW","-","5/13/1993","25","64","30","Manchester United","https://cdn.sofifa.org/players/10/19/192505.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/11.png","€62.5M"
"S. Abdullahi","Shehu Abdullahi","0","0","0","0","0","0","0","0","0","0","Nigeria","D","12","DF","-","3/12/1993","25","24","0","1. FC Union Berlin","https://cdn.sofifa.org/players/10/19/227638.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/1831.png","€3.6M"
"T. Delaney","Thomas Delaney","4","368","0","1","1","0","1","79.8","0","7","Denmark","C","8","MF","-","9/3/1991","26","26","4","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/193283.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/22.png","€21.5M"
"K. Árnason","Kári Árnason","2","180","0","0","0","0","0","58.1","0","6.74","Iceland","D","14","DF","-","10/13/1982","35","66","4","N/A","https://cdn.sofifa.org/players/10/19/166851.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/flags/24.png","€0"
"M. Mohammadi","Milad Mohammadi","2","55","0","0","0","0","0","50","0","6.8","Iran","B","5","DF","-","9/29/1993","24","18","0","N/A","N/A","N/A","N/A","N/A"
"O. Ebrahimi","Omid Ebrahimi","3","260","0","0","1","0","0","81.8","0","6.53","Iran","B","9","MF","-","9/16/1987","30","29","0","N/A","N/A","N/A","N/A","N/A"
"B. Sævarsson","Birkir Sævarsson","0","0","0","0","0","0","0","0","0","0","Iceland","D","2","DF","-","11/11/1984","33","79","1","N/A","https://cdn.sofifa.org/players/10/19/183122.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/flags/24.png","€0"
"W. Caballero","Willy Caballero","2","180","0","0","0","0","0","54.7","0","5.59","Argentina","D","23","GK","-","9/28/1981","36","3","0","Chelsea","https://cdn.sofifa.org/players/10/19/139062.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/5.png","€1M"
"J. Woo Young","Jung Woo Young","0","0","0","0","0","0","0","0","0","0","South Korea","F","15","MF","-","12/14/1989","28","28","1","N/A","N/A","N/A","N/A","N/A"
"K. Navas","Keylor Navas","3","270","0","0","0","0","0","53.9","0","6.81","Costa Rica","E","1","GK","-","12/15/1986","31","79","0","Real Madrid","https://cdn.sofifa.org/players/10/19/193041.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/243.png","€30.5M"
"R. Ghoochannejhad","Reza Ghoochannejhad","0","0","0","0","0","0","0","0","0","0","Iran","B","16","FW","-","9/20/1987","30","42","17","N/A","N/A","N/A","N/A","N/A"
"R. Gíslason","Rúrik Gíslason","2","117","0","0","0","0","0","75.9","0","6.23","Iceland","D","19","MF","-","2/25/1988","30","46","3","SV Sandhausen","https://cdn.sofifa.org/players/10/19/173667.png","https://cdn.sofifa.org/flags/24.png","https://cdn.sofifa.org/teams/10/light/110178.png","€1M"
"A. Dejagah","Ashkan Dejagah","0","0","0","0","0","0","0","0","0","0","Iran","B","21","FW","-","7/5/1986","31","45","9","N/A","N/A","N/A","N/A","N/A"
"L. Balogun","Leon Balogun","3","270","0","0","1","0","0","73.2","0","6.85","Nigeria","D","6","DF","-","6/28/1988","29","18","0","Brighton & Hove Albion","https://cdn.sofifa.org/players/10/19/188182.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/1808.png","€4.9M"
"M. Acuña","Marcos Acuña","1","90","0","0","1","0","1","76.9","0","6.22","Argentina","D","8","DF","-","10/28/1991","26","10","0","Sporting CP","https://cdn.sofifa.org/players/10/19/224334.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/237.png","€12.5M"
"V. Pimentel","Valentín Pimentel","0","0","0","0","0","0","0","0","0","0","Panama","G","14","MF","-","5/30/1991","27","22","1","N/A","N/A","N/A","N/A","N/A"
"Y. Sommer","Yann Sommer","4","360","0","0","0","0","0","69.9","0","6.33","Switzerland","E","1","GK","-","12/17/1988","29","35","0","Borussia Mönchengladbach","https://cdn.sofifa.org/players/10/19/177683.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/23.png","€20M"
"C. Cueva","Christian Cueva","3","262","0","0","0","0","1","81.1","0","6.41","Peru","C","8","MF","-","11/23/1991","26","43","8","N/A","https://cdn.sofifa.org/players/10/19/214692.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/flags/59.png","€0"
"M. Al-Breik","Mohammed Al-Breik","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","6","DF","-","9/15/1992","25","10","1","N/A","N/A","N/A","N/A","N/A"
"A. Santamaría","Anderson Santamaría","0","0","0","0","0","0","0","0","0","0","Peru","C","4","DF","-","1/10/1992","26","3","0","Puebla FC","https://cdn.sofifa.org/players/10/19/236260.png","https://cdn.sofifa.org/flags/59.png","https://cdn.sofifa.org/teams/10/light/110152.png","€925K"
"A. Talavera","Alfredo Talavera","0","0","0","0","0","0","0","0","0","0","Mexico","F","12","GK","-","9/18/1982","35","27","0","Deportivo Toluca","https://cdn.sofifa.org/players/10/19/156433.png","https://cdn.sofifa.org/flags/83.png","https://cdn.sofifa.org/teams/10/light/1882.png","€1.6M"
"K. Baldé","Keita Baldé","0","0","0","0","0","0","0","0","0","0","Senegal","H","20","FW","-","3/8/1995","23","17","3","Inter","https://cdn.sofifa.org/players/10/19/215785.png","https://cdn.sofifa.org/flags/136.png","https://cdn.sofifa.org/teams/10/light/44.png","€20M"
"M. Fellaini","Marouane Fellaini","5","316","1","0","0","0","1","84.4","1","7.15","Belgium","G","8","MF","-","11/22/1987","30","79","16","Manchester United","https://cdn.sofifa.org/players/10/19/176944.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/11.png","€11.5M"
"N. Amrabat","Nordin Amrabat","3","256","0","0","1","0","0","71.4","0","7.05","Morocco","B","16","MF","-","3/31/1987","31","43","4","N/A","N/A","N/A","N/A","N/A"
"S. Rudy","Sebastian Rudy","1","31","0","0","0","0","1","100","0","6.27","Germany","F","19","MF","-","2/28/1990","28","25","1","FC Schalke 04","https://cdn.sofifa.org/players/10/19/189251.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/34.png","€12M"
"A. Iwobi","Alex Iwobi","3","64","0","0","0","0","0","81.8","0","6.13","Nigeria","D","18","FW","-","5/3/1996","22","18","5","Arsenal","https://cdn.sofifa.org/players/10/19/213655.png","https://cdn.sofifa.org/flags/133.png","https://cdn.sofifa.org/teams/10/light/1.png","€14M"
"D. Sidibé","Djibril Sidibé","0","0","0","0","0","0","0","0","0","0","France","C","19","DF","-","7/29/1992","25","16","1","AS Monaco","https://cdn.sofifa.org/players/10/19/201042.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/69.png","€12M"
"F. Moubandje","François Moubandje","0","0","0","0","0","0","0","0","0","0","Switzerland","E","3","DF","-","6/21/1990","27","17","0","Toulouse Football Club","https://cdn.sofifa.org/players/10/19/198067.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/1809.png","€2.5M"
"M. Rashford","Marcus Rashford","6","211","0","0","0","0","0","83.5","0","6.23","England","G","19","FW","-","10/31/1997","20","18","2","Manchester United","https://cdn.sofifa.org/players/10/19/231677.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/11.png","€27M"
"M. Elneny","Mohamed Elneny","3","244","0","0","0","0","1","90.1","0","6.09","Egypt","A","17","MF","-","7/11/1992","25","60","5","Arsenal","https://cdn.sofifa.org/players/10/19/213051.png","https://cdn.sofifa.org/flags/111.png","https://cdn.sofifa.org/teams/10/light/1.png","€9M"
"F. Ben Youssef","Fakhreddine Ben Youssef","3","270","1","0","0","0","0","77.2","0","6.86","Tunisia","G","8","FW","-","6/23/1991","26","38","5","Ettifaq FC","https://cdn.sofifa.org/players/10/19/218214.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/112096.png","€825K"
"F. Ben Mustapha","Farouk Ben Mustapha","2","166","0","0","0","0","0","42.3","0","6.55","Tunisia","G","1","GK","-","7/1/1989","28","15","0","Al Shabab","https://cdn.sofifa.org/players/10/19/218216.png","https://cdn.sofifa.org/flags/145.png","https://cdn.sofifa.org/teams/10/light/111674.png","€600K"
"L. Seung-woo","Lee Seung-woo","0","0","0","0","0","0","0","0","0","0","South Korea","F","10","MF","-","1/6/1998","20","2","0","N/A","N/A","N/A","N/A","N/A"
"M. Al-Owais","Mohammed Al-Owais","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","22","GK","-","10/10/1991","26","6","0","N/A","N/A","N/A","N/A","N/A"
"T. Kroos","Toni Kroos","3","270","1","0","0","0","5","93.1","1","7.47","Germany","F","8","MF","-","1/4/1990","28","82","12","Real Madrid","https://cdn.sofifa.org/players/10/19/182521.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/243.png","€76.5M"
"A. Hakimi","Achraf Hakimi","3","270","0","0","1","0","0","82.3","0","6.57","Morocco","B","2","DF","-","11/4/1998","19","9","1","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/235212.png","https://cdn.sofifa.org/flags/129.png","https://cdn.sofifa.org/teams/10/light/22.png","€12.5M"
"M. Reus","Marco Reus","3","211","1","1","0","0","2","82.2","0","6.51","Germany","F","11","FW","-","5/31/1989","29","30","9","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/188350.png","https://cdn.sofifa.org/flags/21.png","https://cdn.sofifa.org/teams/10/light/22.png","€43.5M"
"M. Pjaca","Marko Pjaca","3","82","0","0","1","0","0","69","0","6.12","Croatia","D","20","FW","-","5/6/1995","23","16","1","Fiorentina","https://cdn.sofifa.org/players/10/19/229593.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/110374.png","€11M"
"M. Al-Harbi","Mansoor Al-Harbi","0","0","0","0","0","0","0","0","0","0","Saudi Arabia","A","2","DF","-","10/19/1987","30","39","1","N/A","N/A","N/A","N/A","N/A"
"S. Nzonzi","Steven Nzonzi","5","141","0","0","0","0","0","87.9","1","6.53","France","C","15","MF","-","12/15/1988","29","4","0","Roma","https://cdn.sofifa.org/players/10/19/187936.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/52.png","€17M"
"J. Durmaz","Jimmy Durmaz","1","16","0","0","0","0","0","50","0","6.01","Sweden","F","21","MF","-","3/22/1989","29","45","3","Toulouse Football Club","https://cdn.sofifa.org/players/10/19/189207.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/teams/10/light/1809.png","€6.5M"
"K. Johan Johnsson","Karl-Johan Johnsson","0","0","0","0","0","0","0","0","0","0","Sweden","F","12","GK","-","1/28/1990","28","5","0","N/A","N/A","N/A","N/A","N/A"
"O. Hawsawi","Osama Hawsawi","3","270","0","0","0","0","0","84.1","0","6.43","Saudi Arabia","A","3","DF","captain","3/31/1984","34","134","7","Al Nassr","https://cdn.sofifa.org/players/10/19/208914.png","https://cdn.sofifa.org/flags/183.png","https://cdn.sofifa.org/teams/10/light/112139.png","€1.4M"
"S. Agüero","Sergio Agüero","4","178","2","0","0","0","0","83.3","0","6.71","Argentina","D","19","FW","-","6/2/1988","30","85","37","Manchester City","https://cdn.sofifa.org/players/10/19/153079.png","https://cdn.sofifa.org/flags/52.png","https://cdn.sofifa.org/teams/10/light/10.png","€64.5M"
"A. Rebić","Ante Rebić","0","0","0","0","0","0","0","0","0","0","Croatia","D","18","FW","-","9/21/1993","24","15","1","Eintracht Frankfurt","https://cdn.sofifa.org/players/10/19/220018.png","https://cdn.sofifa.org/flags/10.png","https://cdn.sofifa.org/teams/10/light/1824.png","€16M"
"O. Hawsawi","Omar Hawsawi","1","90","0","0","0","0","0","76.8","0","5.92","Saudi Arabia","A","5","DF","-","9/27/1985","32","41","3","Al Wehda","https://cdn.sofifa.org/players/10/19/191256.png","https://cdn.sofifa.org/flags/183.png","https://cdn.sofifa.org/teams/10/light/112408.png","€950K"
"M. Akanji","Manuel Akanji","4","360","0","0","0","0","0","89","0","6.85","Switzerland","E","5","DF","-","7/19/1995","22","6","0","Borussia Dortmund","https://cdn.sofifa.org/players/10/19/229237.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/22.png","€21M"
"P. Jones","Phil Jones","2","180","0","0","0","0","0","94.5","0","6.48","England","G","16","DF","-","2/21/1992","26","24","0","Manchester United","https://cdn.sofifa.org/players/10/19/194957.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/11.png","€12M"
"B. Oviedo","Bryan Oviedo","2","180","0","0","0","0","0","80.4","0","6.5","Costa Rica","E","8","DF","-","2/18/1990","28","42","1","Sunderland","https://cdn.sofifa.org/players/10/19/198335.png","https://cdn.sofifa.org/flags/72.png","https://cdn.sofifa.org/teams/10/light/106.png","€1.9M"
"J. Lingard","Jesse Lingard","6","528","1","1","1","0","0","92.1","0","6.93","England","G","7","MF","-","12/15/1992","25","11","1","Manchester United","https://cdn.sofifa.org/players/10/19/207494.png","https://cdn.sofifa.org/flags/14.png","https://cdn.sofifa.org/teams/10/light/11.png","€26.5M"
"J. Lössl","Jonas Lössl","0","0","0","0","0","0","0","0","0","0","Denmark","C","16","GK","-","2/1/1989","29","1","0","Huddersfield Town","https://cdn.sofifa.org/players/10/19/172553.png","https://cdn.sofifa.org/flags/13.png","https://cdn.sofifa.org/teams/10/light/1939.png","€5M"
"S. Umtiti","Samuel Umtiti","6","540","1","0","0","0","0","89.4","0","6.78","France","C","5","DF","-","11/14/1993","24","18","2","FC Barcelona","https://cdn.sofifa.org/players/10/19/205600.png","https://cdn.sofifa.org/flags/18.png","https://cdn.sofifa.org/teams/10/light/241.png","€57M"
"A. Granqvist","Andreas Granqvist","5","450","2","0","0","0","0","80.9","2","7.54","Sweden","F","4","DF","captain","4/16/1985","33","71","6","N/A","https://cdn.sofifa.org/players/10/19/156713.png","https://cdn.sofifa.org/flags/46.png","https://cdn.sofifa.org/flags/46.png","€0"
"L. Moreira","Leonel Moreira","0","0","0","0","0","0","0","0","0","0","Costa Rica","E","23","GK","-","4/2/1990","28","9","0","N/A","N/A","N/A","N/A","N/A"
"M. Milligan","Mark Milligan","3","270","0","0","1","0","0","91.9","0","6.54","Australia","C","5","DF","-","8/4/1985","32","70","6","Hibernian","https://cdn.sofifa.org/players/10/19/176992.png","https://cdn.sofifa.org/flags/195.png","https://cdn.sofifa.org/teams/10/light/81.png","€1.8M"
"J. Vertonghen","Jan Vertonghen","6","540","1","0","2","0","0","87.6","0","6.88","Belgium","G","5","DF","-","4/24/1987","31","100","8","Tottenham Hotspur","https://cdn.sofifa.org/players/10/19/172871.png","https://cdn.sofifa.org/flags/7.png","https://cdn.sofifa.org/teams/10/light/18.png","€34M"
"K. Ja-cheol","Koo Ja-cheol","0","0","0","0","0","0","0","0","0","0","South Korea","F","13","MF","-","2/27/1989","29","66","19","N/A","N/A","N/A","N/A","N/A"
"P. Guerrero","Paolo Guerrero","3","208","1","1","1","0","0","60","1","6.98","Peru","C","9","FW","captain","1/1/1984","34","87","34","N/A","N/A","N/A","N/A","N/A"
"R. Rodríguez","Ricardo Rodríguez","4","360","0","0","0","0","0","84.7","0","7.07","Switzerland","E","13","DF","-","8/25/1992","25","52","4","Milan","https://cdn.sofifa.org/players/10/19/193352.png","https://cdn.sofifa.org/flags/47.png","https://cdn.sofifa.org/teams/10/light/47.png","€15.5M"
